title,description,ms.service
 将 Robomongo 用于 DocumentDB | Microsoft Docs, 了解如何将 Robomongo 用于 DocumentDB, documentdb
 使用 MongoDB API 生成 DocumentDB 应用 | Microsoft Docs, 使用 MongoDB 的 DocumentDB API 创建联机数据库的 N 教程。, documentdb
 监视 DocumentDB 请求和存储 | Microsoft Docs, 了解如何监视 DocumentDB 帐户的性能指标（如请求和服务器错误）以及使用情况指标（如存储消耗）。, documentdb
 使用 DocumentDB 的多主数据库结构 | Microsoft Docs, 了解如何使用 DocumentDB 来设计可实现跨多个地理区域进行本地读取和写入的应用程序结构。, documentdb
 了解 Node.js - DocumentDB Node.js 教程 | Microsoft Docs, 了解 Node.js！ 教程探讨了如何使用 DocumentDB 存储和访问托管在 Azure 网站上的 Node.js Express Web 应用程序中的数据。, documentdb
 适用于 DocumentDB 的 DocumentDB API 的 Node.js 教程 | Microsoft Docs, 本 Node.js 教程将创建采用 DocumentDB API 的 DocumentDB。, documentdb
 用于 DocumentDB 的 Node.js 示例 | Microsoft Docs, 在 github 上查找有关 DocumentDB 中常见任务的 Node.js 示例，包括 CRUD 操作。, documentdb
 数据库静态加密 - DocumentDB | Microsoft Docs, 了解 DocumentDB 如何为所有数据提供默认加密。, documentdb
 数据库安全性 - DocumentDB | Microsoft Docs, 了解 DocumentDB 如何为你的数据提供数据库保护和数据安全性。, documentdb
 导出 DocumentDB 模拟器证书 | Microsoft Docs, 使用不使用 Windows 证书存储的语言和运行时进行开发时，将需要导出和管理 SSL 证书。 此文提供了分步说明。, documentdb
 使用 DocumentDB 模拟器进行本地开发 | Microsoft Docs, 利用 DocumentDB 模拟器，可以在本地免费开发和测试应用程序，无需创建 Azure 订阅。, documentdb
 使用 BI 分析工具连接到 DocumentDB | Microsoft Docs, 了解如何使用 DocumentDB ODBC 驱动程序创建表和视图，以便可以在 BI 和数据分析软件中查看规范化数据。, documentdb
 NoSQL 与 SQL 和 DocumentDB | Microsoft Docs, 比较使用 NoSQL 非关系解决方案与使用 SQL 解决方案和 DocumentDB 的好处。 了解 DocumentDB 如何提供 NoSQL 和 SQL 的优势。, documentdb
 使用 DocumentDB 进行联机备份和还原 | Microsoft Docs, 了解如何在 DocumentDB 数据库上执行自动备份和还原。, documentdb
 DocumentDB 中的分区和缩放 | Microsoft Docs, 了解分区在 DocumentDB 中的工作原理、如何配置分区和分区键，以及如何为应用程序选取适当的分区键。, documentdb
 DocumentDB API 性能级别 | Microsoft Docs, 了解如何通过 DocumentDB API 性能级别在每个容器的基础上保留吞吐量。, documentdb
 DocumentDB 规模和性能测试 | Microsoft Docs, 了解如何使用 DocumentDB 执行规模和性能测试, documentdb
 性能提示 - DocumentDB NoSQL | Microsoft Docs, 了解用于提高 DocumentDB 数据库性能的客户端配置选项, documentdb
 DocumentDB 门户问题故障排除 | Microsoft Docs, 找出并解决 DocumentDB Azure 门户中的问题。, documentdb
 针对 DocumentDB 连接器的 Power BI 教程 | Microsoft Docs, 使用此 Power BI 教程导入 JSON、创建见解深入的报表以及使用 DocumentDB 和 Power BI 连接器来将数据可视化。, documentdb
 DocumentDB 的服务器端 JavaScript 编程 | Microsoft Docs, 了解如何使用 DocumentDB 以 JavaScript 编写存储过程、数据库触发器和用户定义的函数 (UDF) 了解数据库编程技巧以及更多内容。, documentdb
 DocumentDB, 了解如何通过常用 OSS MongoDB API 使用 DocumentDB 以低延迟方式存储和查询大量 JSON 文档。, documentdb
 适用于 DocumentDB 的 Python Flask Web 应用程序教程 | Microsoft Docs, 查看一个数据库教程，其中介绍了如何使用 DocumentDB 通过 Azure 上托管的 Python Flask Web 应用程序存储和访问数据。 查找应用程序开发解决方案。, documentdb
 用于 DocumentDB 的 DocumentDB API Python 示例 | Microsoft Docs, 在 github 上查找有关 DocumentDB 中常见任务的 Python 示例，包括 CRUD 操作。, documentdb
 DocumentDB 门户工具：查询浏览器 | Microsoft Docs, 了解 DocumentDB 查询浏览器，它是 Azure 门户中的一个 SQL 查询编辑器，用于编写 SQL 查询并针对 DocumentDB 集合运行这些查询。, documentdb
 DocumentDB 中的区域性故障转移 | Microsoft Docs, 了解如何在 Microsoft Docs 中执行手动和自动故障转移。, documentdb
 请求单位和估计吞吐量 - DocumentDB | Microsoft Docs, 了解如何理解、指定和估计 DocumentDB 中的请求单位要求。, DocumentDB
 DocumentDB 资源模型和概念 | Microsoft Docs, 了解 DocumentDB 的数据库、集合、用户自定义函数 (UDF)、文档、管理资源的权限等的分层模型。, documentdb
 使用 DocumentDB 和 HDInsight 运行 Hadoop 作业 | Microsoft Docs, 了解如何使用 DocumentDB 和 Azure HDInsight 运行一个简单的 Hive、Pig 和 MapReduce 作业。, documentdb
 Azure DocumentDB .NET Core API、SDK 和资源 | Microsoft 文档, 了解有关 .NET Core API 和 SDK 的全部信息，包括发布日期、停用日期和 DocumentDB .NET Core SDK 各版本之间的更改。, documentdb
 Azure DocumentDB .NET SDK 和资源 | Microsoft 文档, 了解有关 .NET API 和 SDK 的全部信息，包括发布日期、停用日期和 DocumentDB.NET SDK 各版本之间的更改。, documentdb
 Azure DocumentDB Java API、SDK 和资源 | Microsoft 文档, 了解有关 Java API 和 SDK 的全部信息，包括发布日期、停用日期和 DocumentDB Java SDK 各版本之间所做的更改。, documentdb
 Azure DocumentDB Node.js API、SDK 和资源 | Microsoft Docs, 了解有关 Node.js API 和 SDK 的全部信息，包括发布日期、停用日期和 DocumentDB Node.js SDK 各版本之间所做的更改。, documentdb
 DocumentDB Python API、SDK 和资源 | Microsoft Docs, 了解有关 Python API 和 SDK 的全部信息，包括发布日期、停用日期和 DocumentDB Python SDK 各版本之间所做的更改。, documentdb
 了解如何保护对 DocumentDB 中数据的访问 |Microsoft Docs, 了解有关 DocumentDB 中的访问控制概念，包括主密钥、只读密钥、用户和权限。, documentdb
 预配 DocumentDB 的吞吐量 | Microsoft Docs, 了解如何为 DocumentDB 集合设置预配吞吐量。, documentdb
 DocumentDB 设计模式：社交媒体应用 | Microsoft Docs, 利用 DocumentDB 的存储灵活性和其他 Azure 服务了解社交网络的设计模式。, documentdb
 将 Apache Spark 连接到 DocumentDB | Microsoft Docs, 使用本教程来了解 DocumentDB Spark 连接器：使用该连接器可将 Apache Spark 连接到 DocumentDB，以便在针对云设计的 Microsoft 多租户全局分布式的数据库系统中执行分布式聚合和数据科学。, documentdb
 DocumentDB SQL 速查表 PDF | Microsoft Docs, 可打印的 SQL 速查表 PDF 有助于使用 DocumentDB 的 SQL 语法在其数据库（SQL 快速参考）中查询 JSON 文档, documentdb
 DocumentDB 的 SQL 语法和 SQL 查询 | Microsoft Docs, 了解 DocumentDB 的 SQL 语法、数据库概念和 SQL 查询。 SQL 可在 DocumentDB 中作为 JSON 查询语言使用。, documentdb
 利用生存时间使 DocumentDB 中的数据过期 | Microsoft Docs, 通过 TTL 功能，DocumentDB 能够在一段时间后将文档自动从系统中清除。, documentdb
 DocumentDB 的常见用例和方案 | Microsoft Docs, 了解 DocumentDB 最常见的五个用例：用户生成的内容、事件日志记录、目录数据、用户首选项数据和物联网 (IoT)。, documentdb
 DocumentDB 门户工具：文档资源管理器 | Microsoft Docs, 了解 DocumentDB 文档资源管理器，这是一种 Azure 门户工具，用于查看 JSON，以及编辑、创建和上传文档。, documentdb
 DocumentDB 门户工具：脚本资源管理器 | Microsoft Docs, 了解 DocumentDB 脚本资源管理器，这是一种 Azure 门户工具，用于管理 DocumentDB 服务器端编程项目，包括 JavaScript 存储过程、触发器和用户定义的函数。, documentdb
 使用 DocumentDB 中的日期 | Microsoft Docs, 了解如何使用 DocumentDB 中的日期。, documentdb
 Azure 事件中心 API 概述 | Azure, 可用 Azure 事件中心 API 的概述, event-hubs
 Azure 事件中心存档演练 | Azure, 此示例使用 Azure Python SDK 来演示如何使用事件中心存档功能。, event-hubs
 Azure 事件中心身份验证和安全模型概述 | Azure, 事件中心身份验证和安全模型概述。, event-hubs
 Azure 事件中心内的可用性和一致性 | Azure, 如何使用分区为 Azure 事件中心提供最大程度的可用性和一致性。, event-hubs
NA,NA,NA
NA,NA,NA
NA,NA,NA
 使用 C 将事件发送到 Azure 事件中心 | Azure, 使用 C 将事件发送到 Azure 事件中心, event-hubs
NA,NA,NA
 创建 Azure 事件中心 | Azure, 使用 Azure 门户创建 Azure 事件中心命名空间和事件中心, event-hubs
NA,NA,NA
NA,NA,NA
NA,NA,NA
 Azure 专用事件中心容量概述 | Azure, Azure 专用事件中心容量的概述。, event-hubs
 Azure 事件中心 .NET Framework API 概述 | Azure, 汇总了一些重要的事件中心 .NET Framework 客户端 API。, event-hubs
 使用 .NET Framework 从 Azure 事件中心接收事件 | Azure, 按照本教程中的步骤使用 .NET Framework 从 Azure 事件中心接收事件。, event-hubs
 使用 .NET Framework 将事件发送到 Azure 事件中心 | Azure, 使用 .NET Framework 将事件发送到事件中心入门, event-hubs
 Azure 事件中心 .NET Standard API 概述 | Azure, .NET Standard API 概述, event-hubs
 使用 .NET Standard 从 Azure 事件中心接收事件 | Azure, 使用 .NET Standard 中的 EventProcessorHost 接收消息入门, event-hubs
 使用 .NET Standard 将事件发送到 Azure 事件中心 | Azure, 在 .NET Standard 中将事件发送到事件中心入门, event-hubs
 Azure 事件中心常见问题解答 | Azure, Azure 事件中心常见问题 (FAQ), event-hubs
NA,NA,NA
NA,NA,NA
 使用 Java 从 Azure 事件中心接收事件 | Azure, 使用 Java 从事件中心接收入门, event-hubs
 使用 Java 将事件发送到 Azure 事件中心 | Azure, 使用 Java 向事件中心发送入门, event-hubs
NA,NA,NA
 Azure 事件中心管理库 | Azure, 通过 .NET 管理事件中心命名空间和实体, event-hubs
 Azure 事件中心消息传送异常 | Azure, Azure 事件中心消息传送异常和建议操作列表。, event-hubs
NA,NA,NA
 Azure 事件中心编程指南 | Azure, 介绍如何使用 Azure.NET SDK 进行 Azure 事件中心编程。, event-hubs
NA,NA,NA
NA,NA,NA
 Azure 事件中心配额和限制 | Azure, Azure 事件中心的限制和配额, event-hubs
 使用模板创建 Azure 事件中心命名空间并启用存档 | Azure, 使用 Azure Resource Manager 模板创建包含事件中心和事件中心命名空间以及启用存档, event-hubs
 使用模板创建 Azure 事件中心命名空间和使用者组 | Azure, 使用 Azure Resource Manager 模板创建包含事件中心和使用者组的事件中心命名空间, event-hubs
 Azure 事件中心示例 | Azure, 事件中心示例, event-hubs
NA,NA,NA
 使用事件中心流式处理热路径中的 Azure 诊断数据 | Azure, 说明如何使用事件中心从头到尾配置 Azure 诊断，包括对常见方案的指导。, event-hubs
 什么是 Azure 事件中心以及为何使用 Azure 事件中心 | Azure, Azure 事件中心概述和简介 - 从网站、应用和设备进行云规模遥测引入, event-hubs
 关于 ExpressRoute 虚拟网络网关 | Azure, 了解 ExpressRoute 的虚拟网络网关。, expressroute
 ExpressRoute 线路和路由域 | Azure, 本页提供 ExpressRoute 线路和路由域的概述。, expressroute
 ExpressRoute 客户路由器配置示例 | Azure, 本页提供 Cisco 和 Juniper 路由器的路由器配置示例。, expressroute
 ExpressRoute 连接模型：通过网络服务提供商、交换和以太网提供商连接到 Azure | Azure, 本文介绍客户网络和 Microsoft Azure、Office 365 以及 Dynamics 365 服务之间的不同连接模式。客户可使用 MPLS 提供商、云交换和以太网提供商。, expressroute
 ExpressRoute 常见问题, ExpressRoute 常见问题包含有关支持的 Azure 服务、费用、数据和连接、SLA、提供商和位置、带宽的信息和其他技术详细信息。, expressroute
 适用于云解决方案提供商的 Azure ExpressRoute | Azure, 本文提供的信息适用于想要将 Azure 服务和 ExpressRoute 纳入到产品/服务中去的云服务提供商。, expressroute
 使用 PowerShell 为 ExpressRoute 配置 VNet 网关（经典）：Azure , 在 ExpressRoute 配置中使用 PowerShell 配置经典部署模型 VNet 的 VNet 网关。, expressroute
 使用 Resource Manager 和 PowerShell 将 VNet 网关添加到 ExpressRoute 的虚拟网络中 | Azure, 本文指导你将 VNet 网关添加到为 ExpressRoute 创建的 Resource Manager VNet 中, expressroute
 创建和修改 ExpressRoute 线路：PowerShell：Azure Resource Manager | Azure, 本文介绍如何创建、预配、验证、更新、删除和取消预配 ExpressRoute 线路。, expressroute
 创建和修改 ExpressRoute 线路：PowerShell：Azure 经典 | Azure, 本文介绍完成创建和预配 ExpressRoute 线路的步骤。 本文还介绍了如何检查状态，以及如何更新、删除和预配线路。, expressroute
